
COUNTRY,CITY,SALES,DATE
France,Paris,7040,2022-04-07 9:30
United States,San Francisco,41748,2022-05-18 02:33
Brazil,Belo Horizonte,6228,2022-04-07 9:30
United States,New York City,1496,2022-04-07 9:30
Mexico,Puebla,4298,2022-06-23 05:15
Brazil,Sao Paulo,42958,2022-06-23 05:15
United States,Houston,70876,2022-04-07 9:30
United States,Houston,14694,2022-01-23 10:33
Italy,Rome,20223,2022-06-23 05:15
Japan,Tokyo,1368,2022-01-23 10:33
Germany,Frankfurt am Main,31040,2022-04-07 9:30
South Korea,Incheon,31104,2022-01-23 10:33
China,Guangzhou,1197,2022-06-23 05:15
Brazil,Belo Horizonte,1791,2022-05-18 02:33
Germany,Munich,54582,2022-01-23 10:33
Italy,Rome,8128,2022-04-07 9:30
Japan,Osaka,1650,2022-05-18 02:33
Mexico,Iztapalapa,29790,2022-05-18 02:33
Brazil,Fortaleza,18468,2022-05-18 02:33
Brazil,Brasilia,25440,2022-05-18 02:33
India,Delhi,23870,2022-06-23 05:15
Mexico,Ecatepec de Morelos,196,2022-04-07 9:30
South Korea,Daegu,8320,2022-05-18 02:33
United States,New York City,15252,2022-04-07 9:30
Japan,Tokyo,9400,2022-04-07 9:30
Japan,Tokyo,23360,2022-01-23 10:33
Mexico,Ecatepec de Morelos,3588,2022-01-23 10:33
Japan,Osaka,3996,2022-04-07 9:30
Mexico,Puebla,73040,2022-04-07 9:30
Italy,Rome,7224,2022-04-07 9:30
South Korea,Seoul,59594,2022-05-18 02:33
China,Tianjin,2304,2022-05-18 02:33
France,Lyon,43875,2022-06-23 05:15
France,Lyon,7913,2022-06-23 05:15
India,Mumbai,15290,2022-06-23 05:15
India,Chennai,51490,2022-01-23 10:33
China,Beijing,5472,2022-01-23 10:33
Germany,Frankfurt am Main,2002,2022-06-23 05:15
Mexico,Mexico City,53218,2022-04-07 9:30
Japan,Tokyo,3864,2022-04-07 9:30
United States,Chicago,12152,2022-05-18 02:33
Germany,Hamburg,42670,2022-04-07 9:30
Germany,Berlin,43792,2022-04-07 9:30
Italy,Turin,24624,2022-05-18 02:33
Japan,Tokyo,9362,2022-06-23 05:15
Germany,Koeln,508,2022-05-18 02:33
Mexico,Iztapalapa,35860,2022-06-23 05:15
Italy,Rome,2322,2022-06-23 05:15
South Korea,Busan,38006,2022-04-07 9:30
South Korea,Incheon,18480,2022-06-23 05:15
India,Chennai,72468,2022-04-07 9:30
Japan,Osaka,21240,2022-04-07 9:30
Brazil,Brasilia,2544,2022-06-23 05:15
United States,Washington,17384,2022-06-23 05:15
Japan,Kyoto,27630,2022-01-23 10:33
Italy,Milan,19642,2022-05-18 02:33
South Korea,Seoul,580,2022-01-23 10:33
Brazil,Brasilia,54114,2022-06-23 05:15
France,Paris,21800,2022-04-07 9:30
Germany,Frankfurt am Main,22746,2022-05-18 02:33
France,Nantes,23016,2022-06-23 05:15
Italy,Milan,12851,2022-04-07 9:30
Mexico,Mexico City,7140,2022-01-23 10:33
United States,Philadelphia,34916,2022-06-23 05:15
Italy,Milan,50572,2022-05-18 02:33
China,Beijing,71424,2022-01-23 10:33
Germany,Berlin,15355,2022-06-23 05:15
India,Kolkata,1608,2022-04-07 9:30
South Korea,Incheon,11659,2022-05-18 02:33
Germany,Berlin,10414,2022-01-23 10:33
China,Tianjin,23280,2022-04-07 9:30
Japan,Sapporo,52437,2022-04-07 9:30
Japan,Sapporo,15158,2022-04-07 9:30
United States,Houston,1800,2022-06-23 05:15
Germany,Berlin,5430,2022-05-18 02:33
France,Nice,12474,2022-06-23 05:15
India,Delhi,67959,2022-06-23 05:15
Brazil,Belo Horizonte,736,2022-05-18 02:33
South Korea,Busan,59778,2022-05-18 02:33
United States,Chicago,3498,2022-01-23 10:33
India,Chennai,17975,2022-05-18 02:33
Brazil,Brasilia,9605,2022-05-18 02:33
United States,Undefined,77644,2022-05-18 02:33
France,Toulouse,14790,2022-01-23 10:33
Italy,Rome,36640,2022-01-23 10:33
France,Nantes,6512,2022-05-18 02:33
India,Bengaluru,20706,2022-01-23 10:33
Germany,Munich,5170,2022-01-23 10:33
Italy,Rome,11616,2022-05-18 02:33
Brazil,Brasilia,7581,2022-06-23 05:15
Germany,Koeln,6930,2022-05-18 02:33
Mexico,Iztapalapa,49612,2022-04-07 9:30
Mexico,Guadalajara,22402,2022-04-07 9:30
Brazil,Sao Paulo,19960,2022-01-23 10:33
Brazil,Fortaleza,5928,2022-04-07 9:30
China,Beijing,28152,2022-04-07 9:30
China,Shanghai,39525,2022-05-18 02:33
United States,Washington,9401,2022-04-07 9:30
Germany,Hamburg,12513,2022-01-23 10:33
Mexico,Puebla,10080,2022-06-23 05:15
Mexico,Ecatepec de Morelos,670,2022-06-23 05:15
Germany,Koeln,19635,2022-05-18 02:33
Germany,Hamburg,13545,2022-04-07 9:30
India,Chennai,2400,2022-06-23 05:15
Mexico,Iztapalapa,3564,2022-04-07 9:30
South Korea,Incheon,22707,2022-01-23 10:33
United States,San Jose,19380,2022-05-18 02:33
United States,Undefined,34873,2022-05-18 02:33
Mexico,Iztapalapa,3312,2022-06-23 05:15
South Korea,Daegu,378,2022-06-23 05:15
India,Delhi,51972,2022-01-23 10:33
Brazil,Sao Paulo,12397,2022-05-18 02:33
Mexico,Iztapalapa,36267,2022-04-07 9:30
South Korea,Seoul,77142,2022-06-23 05:15
France,Nice,22860,2022-04-07 9:30
South Korea,Busan,18542,2022-05-18 02:33
France,Lyon,4590,2022-05-18 02:33
Germany,Frankfurt am Main,33088,2022-05-18 02:33
Japan,Kyoto,38010,2022-06-23 05:15
Mexico,Iztapalapa,5949,2022-01-23 10:33
Mexico,Ecatepec de Morelos,14196,2022-04-07 9:30
Germany,Munich,57950,2022-04-07 9:30
China,Tianjin,6916,2022-04-07 9:30
Japan,Tokyo,23562,2022-01-23 10:33
United States,Washington,8960,2022-06-23 05:15
India,Mumbai,22317,2022-05-18 02:33
Mexico,Puebla,81270,2022-06-23 05:15
Mexico,Mexico City,7084,2022-05-18 02:33
China,Beijing,20526,2022-05-18 02:33
Italy,Turin,21978,2022-04-07 9:30
Brazil,Belo Horizonte,34790,2022-06-23 05:15
South Korea,Incheon,2057,2022-05-18 02:33
Mexico,Puebla,6840,2022-01-23 10:33
South Korea,Daegu,49595,2022-05-18 02:33
Mexico,Puebla,2184,2022-04-07 9:30
United States,San Jose,59364,2022-01-23 10:33
South Korea,Busan,495,2022-05-18 02:33
Italy,Turin,1227,2022-06-23 05:15
Italy,Rome,21725,2022-01-23 10:33
India,Kolkata,31995,2022-05-18 02:33
Japan,Sapporo,67797,2022-04-07 9:30
United States,San Francisco,34760,2022-06-23 05:15
France,Lyon,16910,2022-04-07 9:30
Mexico,Puebla,18798,2022-06-23 05:15
South Korea,Busan,25544,2022-05-18 02:33
United States,Chicago,44688,2022-01-23 10:33
India,Mumbai,32966,2022-01-23 10:33
China,Guangzhou,6842,2022-05-18 02:33
United States,Undefined,171,2022-06-23 05:15
United States,Washington,85140,2022-04-07 9:30
South Korea,Busan,12160,2022-04-07 9:30
France,Toulouse,18360,2022-05-18 02:33
United States,Washington,1118,2022-06-23 05:15
Mexico,Guadalajara,40995,2022-06-23 05:15
Germany,Munich,1765,2022-06-23 05:15
France,Toulouse,29036,2022-05-18 02:33
Brazil,Fortaleza,18944,2022-06-23 05:15
Germany,Frankfurt am Main,12456,2022-05-18 02:33
Italy,Naples,28040,2022-01-23 10:33
France,Nice,2624,2022-01-23 10:33
Germany,Frankfurt am Main,252,2022-04-07 9:30
China,Guangzhou,20468,2022-04-07 9:30
China,Tianjin,3010,2022-06-23 05:15
United States,San Francisco,9031,2022-01-23 10:33
China,Beijing,55536,2022-05-18 02:33
Germany,Koeln,12728,2022-04-07 9:30
Japan,Kyoto,34344,2022-05-18 02:33
United States,Chicago,735,2022-05-18 02:33
United States,San Francisco,59613,2022-05-18 02:33
France,Lyon,46004,2022-06-23 05:15
United States,Houston,71896,2022-04-07 9:30
France,Nice,34656,2022-06-23 05:15
Brazil,Belo Horizonte,5655,2022-04-07 9:30
Japan,Kyoto,18512,2022-05-18 02:33
United States,"",17037,2022-01-23 10:33
Mexico,Mexico City,22392,2022-06-23 05:15
China,Tianjin,42581,2022-04-07 9:30
Germany,Munich,23760,2022-06-23 05:15
United States,Chicago,11632,2022-04-07 9:30
Germany,Koeln,832,2022-04-07 9:30
India,Mumbai,22606,2022-06-23 05:15
Mexico,Ecatepec de Morelos,24357,2022-06-23 05:15
Japan,Tokyo,28217,2022-01-23 10:33
India,Bengaluru,20378,2022-01-23 10:33
Italy,Turin,54450,2022-01-23 10:33
Brazil,Sao Paulo,20350,2022-06-23 05:15
France,Nantes,27648,2022-05-18 02:33
South Korea,Busan,28992,2022-04-07 9:30
United States,Houston,10668,2022-06-23 05:15
Brazil,Belo Horizonte,8662,2022-06-23 05:15
France,Nice,34906,2022-04-07 9:30
India,Mumbai,18700,2022-06-23 05:15
India,Kolkata,920,2022-06-23 05:15
China,Shanghai,6846,2022-01-23 10:33
Japan,Sapporo,5856,2022-04-07 9:30
Japan,Tokyo,16701,2022-05-18 02:33
China,Guangzhou,82068,2022-05-18 02:33
United States,Houston,25760,2022-06-23 05:15
France,Paris,19572,2022-04-07 9:30
China,Beijing,3432,2022-06-23 05:15
Germany,Frankfurt am Main,55737,2022-01-23 10:33
China,Shanghai,2375,2022-01-23 10:33
Japan,Kyoto,3654,2022-04-07 9:30
India,Mumbai,1182,2022-04-07 9:30
Mexico,Iztapalapa,15900,2022-04-07 9:30
India,Mumbai,1792,2022-04-07 9:30
China,Guangzhou,9083,2022-04-07 9:30
Italy,Turin,3996,2022-05-18 02:33
Japan,Osaka,7896,2022-05-18 02:33
Japan,Sapporo,35400,2022-01-23 10:33
Germany,Berlin,9840,2022-04-07 9:30
India,Chennai,735,2022-04-07 9:30
Germany,Koeln,39123,2022-06-23 05:15
Mexico,Ecatepec de Morelos,13261,2022-05-18 02:33
United States,Washington,13696,2022-04-07 9:30
India,Bengaluru,39270,2022-05-18 02:33
Brazil,Belo Horizonte,39234,2022-04-07 9:30
United States,Undefined,18424,2022-04-07 9:30
Japan,Sapporo,2552,2022-04-07 9:30
Italy,Naples,25312,2022-06-23 05:15
France,Lyon,24668,2022-05-18 02:33
South Korea,Busan,13978,2022-06-23 05:15
Italy,Rome,12376,2022-05-18 02:33
Brazil,Belo Horizonte,20720,2022-06-23 05:15
United States,Chicago,8358,2022-04-07 9:30
France,Lyon,43320,2022-06-23 05:15
Germany,Frankfurt am Main,4950,2022-01-23 10:33
Italy,Milan,9790,2022-05-18 02:33
France,Toulouse,6500,2022-01-23 10:33
United States,Philadelphia,15340,2022-04-07 9:30
United States,Chicago,14440,2022-06-23 05:15
United States,Undefined,24108,2022-06-23 05:15
United States,Los Angeles,17302,2022-04-07 9:30
India,Kolkata,12175,2022-04-07 9:30
France,Paris,7777,2022-05-18 02:33
Japan,Osaka,8250,2022-04-07 9:30
China,Guangzhou,64464,2022-04-07 9:30
Japan,Osaka,24583,2022-05-18 02:33
Mexico,Iztapalapa,30016,2022-06-23 05:15
Mexico,Iztapalapa,85312,2022-04-07 9:30
Italy,Turin,42596,2022-05-18 02:33
Germany,Berlin,20086,2022-01-23 10:33
United States,Los Angeles,16054,2022-01-23 10:33
Mexico,Puebla,3996,2022-01-23 10:33
United States,San Francisco,8018,2022-05-18 02:33
South Korea,Seoul,58276,2022-01-23 10:33
Brazil,Sao Paulo,1654,2022-04-07 9:30
Brazil,Sao Paulo,11088,2022-01-23 10:33
United States,Undefined,30495,2022-04-07 9:30
Germany,Hamburg,19525,2022-06-23 05:15
South Korea,Daegu,3536,2022-01-23 10:33
Brazil,Sao Paulo,39836,2022-01-23 10:33
United States,San Jose,128,2022-01-23 10:33
India,Kolkata,45985,2022-04-07 9:30
Italy,Milan,29580,2022-04-07 9:30
Mexico,Guadalajara,41228,2022-05-18 02:33
Italy,Rome,36774,2022-05-18 02:33
France,Toulouse,28600,2022-04-07 9:30
Germany,Berlin,35450,2022-04-07 9:30
Italy,Turin,26856,2022-01-23 10:33
France,Nantes,71280,2022-05-18 02:33
United States,Houston,37952,2022-06-23 05:15
United States,Houston,27800,2022-01-23 10:33
Germany,Munich,17244,2022-06-23 05:15
China,Shanghai,2597,2022-04-07 9:30
Mexico,Guadalajara,7747,2022-06-23 05:15
Brazil,Sao Paulo,13419,2022-06-23 05:15
South Korea,Incheon,13919,2022-04-07 9:30
Mexico,Ecatepec de Morelos,27710,2022-05-18 02:33
Brazil,Fortaleza,762,2022-01-23 10:33
China,Beijing,177,2022-05-18 02:33
Germany,Berlin,44198,2022-01-23 10:33
United States,Houston,80800,2022-05-18 02:33
India,Bengaluru,5880,2022-04-07 9:30
Germany,Hamburg,29106,2022-06-23 05:15
China,Guangzhou,16128,2022-01-23 10:33
Japan,Tokyo,1479,2022-04-07 9:30
Germany,Frankfurt am Main,79110,2022-05-18 02:33
South Korea,Seoul,71214,2022-05-18 02:33
Brazil,Sao Paulo,49616,2022-05-18 02:33
South Korea,Incheon,20280,2022-06-23 05:15
Germany,Berlin,9519,2022-04-07 9:30
Mexico,Mexico City,95844,2022-05-18 02:33
France,Paris,40000,2022-06-23 05:15
Germany,Koeln,50232,2022-01-23 10:33
United States,Chicago,35838,2022-04-07 9:30
United States,San Francisco,10176,2022-01-23 10:33
France,Nantes,21723,2022-06-23 05:15
United States,Los Angeles,9960,2022-06-23 05:15
South Korea,Incheon,59356,2022-04-07 9:30
Mexico,Iztapalapa,59490,2022-05-18 02:33
United States,Houston,17334,2022-01-23 10:33
United States,Philadelphia,17877,2022-05-18 02:33
India,Delhi,11816,2022-05-18 02:33
India,Mumbai,3090,2022-01-23 10:33
China,Guangzhou,20097,2022-05-18 02:33
United States,San Jose,9225,2022-01-23 10:33
France,Nantes,26825,2022-06-23 05:15
South Korea,Daegu,3135,2022-06-23 05:15
Mexico,Mexico City,24440,2022-01-23 10:33
Mexico,Iztapalapa,13875,2022-01-23 10:33
China,Guangzhou,40779,2022-06-23 05:15
United States,San Jose,13520,2022-04-07 9:30
United States,Los Angeles,7878,2022-01-23 10:33
China,Beijing,7072,2022-05-18 02:33
Germany,Frankfurt am Main,25392,2022-04-07 9:30
Mexico,Guadalajara,10013,2022-01-23 10:33
Mexico,Mexico City,35378,2022-04-07 9:30
Brazil,Belo Horizonte,40120,2022-01-23 10:33
South Korea,Daegu,36270,2022-06-23 05:15
Germany,Koeln,88298,2022-04-07 9:30
Mexico,Guadalajara,38860,2022-04-07 9:30
Mexico,Mexico City,60388,2022-06-23 05:15
United States,San Francisco,75592,2022-04-07 9:30
Germany,Frankfurt am Main,27830,2022-05-18 02:33
Brazil,Belo Horizonte,24768,2022-01-23 10:33
Mexico,Puebla,13640,2022-04-07 9:30
United States,Los Angeles,5148,2022-06-23 05:15
India,Delhi,83482,2022-06-23 05:15
South Korea,Busan,20553,2022-06-23 05:15
Japan,Kyoto,20657,2022-01-23 10:33
India,Delhi,102,2022-01-23 10:33
Germany,Frankfurt am Main,16776,2022-06-23 05:15
South Korea,Seoul,14256,2022-06-23 05:15
South Korea,Seoul,71302,2022-05-18 02:33
South Korea,Incheon,7708,2022-04-07 9:30
United States,Chicago,11648,2022-01-23 10:33
China,Guangzhou,12864,2022-05-18 02:33
United States,"",20124,2022-05-18 02:33
South Korea,Daegu,32886,2022-04-07 9:30
Brazil,Brasilia,57980,2022-05-18 02:33
United States,New York City,5371,2022-06-23 05:15
Mexico,Guadalajara,22862,2022-04-07 9:30
India,Mumbai,12042,2022-01-23 10:33
Germany,Hamburg,290,2022-01-23 10:33
China,Guangzhou,1512,2022-04-07 9:30
Italy,Rome,45694,2022-04-07 9:30
Germany,Frankfurt am Main,32928,2022-04-07 9:30
Germany,Hamburg,50544,2022-01-23 10:33
United States,Philadelphia,658,2022-01-23 10:33
Japan,Tokyo,65142,2022-01-23 10:33
Italy,Rome,26058,2022-05-18 02:33
Italy,Naples,64240,2022-05-18 02:33
China,Guangzhou,3804,2022-05-18 02:33
China,Beijing,9150,2022-01-23 10:33
Mexico,Puebla,5820,2022-06-23 05:15
India,Chennai,74298,2022-05-18 02:33
Japan,Osaka,22550,2022-04-07 9:30
China,Guangzhou,1924,2022-04-07 9:30
France,Paris,3713,2022-06-23 05:15
South Korea,Seoul,20768,2022-01-23 10:33
Germany,Munich,32300,2022-04-07 9:30
United States,Washington,10725,2022-05-18 02:33
United States,Houston,29106,2022-06-23 05:15
India,Delhi,37278,2022-04-07 9:30
India,Kolkata,11120,2022-05-18 02:33
Italy,Naples,41976,2022-06-23 05:15
Italy,Milan,15423,2022-04-07 9:30
United States,New York City,24696,2022-01-23 10:33
Mexico,Iztapalapa,1012,2022-04-07 9:30
Japan,Tokyo,63560,2022-04-07 9:30
United States,New York City,26663,2022-05-18 02:33
Germany,Munich,54340,2022-06-23 05:15
France,Toulouse,31150,2022-06-23 05:15
South Korea,Incheon,1176,2022-04-07 9:30
Germany,Frankfurt am Main,28220,2022-01-23 10:33
United States,New York City,31840,2022-04-07 9:30
India,Mumbai,2610,2022-06-23 05:15
Mexico,Ecatepec de Morelos,25110,2022-04-07 9:30
Germany,Koeln,12024,2022-05-18 02:33
United States,Houston,12376,2022-05-18 02:33
Germany,Munich,6708,2022-06-23 05:15
Japan,Sapporo,12024,2022-06-23 05:15
United States,San Jose,3692,2022-04-07 9:30
United States,Houston,13965,2022-06-23 05:15
United States,"",13516,2022-01-23 10:33
Italy,Turin,9588,2022-04-07 9:30
Brazil,Sao Paulo,24618,2022-04-07 9:30
Brazil,Sao Paulo,11028,2022-06-23 05:15
Japan,Sapporo,67252,2022-01-23 10:33
Mexico,Guadalajara,57327,2022-01-23 10:33
South Korea,Seoul,532,2022-05-18 02:33
Japan,Sapporo,1734,2022-06-23 05:15
Italy,Turin,9375,2022-06-23 05:15
United States,Los Angeles,36975,2022-05-18 02:33
France,Toulouse,23820,2022-04-07 9:30
Mexico,Guadalajara,37449,2022-05-18 02:33
China,Shanghai,12449,2022-01-23 10:33
Brazil,Brasilia,88543,2022-01-23 10:33
Mexico,Puebla,408,2022-04-07 9:30
Germany,Koeln,15120,2022-06-23 05:15
United States,San Jose,9590,2022-04-07 9:30
Mexico,Ecatepec de Morelos,23800,2022-05-18 02:33
Brazil,Brasilia,79390,2022-05-18 02:33
United States,Chicago,24055,2022-01-23 10:33
United States,Los Angeles,26285,2022-01-23 10:33
Italy,Milan,7098,2022-01-23 10:33
Japan,Kyoto,16744,2022-04-07 9:30
Mexico,Guadalajara,8150,2022-04-07 9:30
India,Bengaluru,83556,2022-06-23 05:15
Japan,Osaka,61755,2022-06-23 05:15
United States,Washington,8036,2022-06-23 05:15
India,Chennai,5960,2022-01-23 10:33
Brazil,Fortaleza,36630,2022-01-23 10:33
South Korea,Seoul,60885,2022-01-23 10:33
Brazil,Fortaleza,28470,2022-05-18 02:33
China,Shanghai,3850,2022-05-18 02:33
United States,Houston,7776,2022-06-23 05:15
Mexico,Ecatepec de Morelos,33770,2022-06-23 05:15
France,Toulouse,76720,2022-04-07 9:30
South Korea,Incheon,969,2022-05-18 02:33
China,Guangzhou,328,2022-06-23 05:15
United States,Los Angeles,43415,2022-06-23 05:15
Germany,Hamburg,18469,2022-04-07 9:30
Germany,Munich,43953,2022-06-23 05:15
India,Kolkata,28674,2022-01-23 10:33
Germany,Munich,25530,2022-06-23 05:15
Mexico,Mexico City,14560,2022-06-23 05:15
France,Toulouse,7200,2022-04-07 9:30
India,Chennai,4070,2022-04-07 9:30
India,Chennai,25085,2022-06-23 05:15
Japan,Tokyo,33440,2022-05-18 02:33
Japan,Sapporo,15371,2022-01-23 10:33
Mexico,Guadalajara,70125,2022-01-23 10:33
Mexico,Ecatepec de Morelos,19120,2022-06-23 05:15
France,Lyon,56000,2022-04-07 9:30
China,Beijing,18834,2022-06-23 05:15
South Korea,Seoul,25792,2022-05-18 02:33
Germany,Koeln,2455,2022-01-23 10:33
United States,San Francisco,13950,2022-01-23 10:33
Mexico,Mexico City,2552,2022-05-18 02:33
Brazil,Belo Horizonte,4930,2022-01-23 10:33
Italy,Rome,9000,2022-06-23 05:15
United States,San Francisco,50920,2022-04-07 9:30
China,Beijing,9720,2022-04-07 9:30
Mexico,Guadalajara,69331,2022-05-18 02:33
South Korea,Incheon,3700,2022-05-18 02:33
Mexico,Iztapalapa,36038,2022-06-23 05:15
Brazil,Sao Paulo,1600,2022-04-07 9:30
Brazil,Belo Horizonte,21900,2022-05-18 02:33
India,Chennai,28600,2022-01-23 10:33
China,Shanghai,24375,2022-05-18 02:33
India,Chennai,47450,2022-01-23 10:33
Japan,Osaka,14688,2022-04-07 9:30
Mexico,Puebla,33820,2022-01-23 10:33
Japan,Kyoto,18575,2022-06-23 05:15
Japan,Sapporo,390,2022-01-23 10:33
France,Toulouse,26702,2022-04-07 9:30
Italy,Turin,53253,2022-04-07 9:30
China,Beijing,19740,2022-06-23 05:15
China,Beijing,82614,2022-04-07 9:30
China,Shanghai,4275,2022-05-18 02:33
United States,San Jose,46956,2022-05-18 02:33
Mexico,Ecatepec de Morelos,8616,2022-01-23 10:33
Mexico,Guadalajara,47564,2022-06-23 05:15
Germany,Berlin,26790,2022-06-23 05:15
United States,San Francisco,5800,2022-04-07 9:30
Germany,Hamburg,40464,2022-06-23 05:15
Japan,Osaka,19278,2022-05-18 02:33
Italy,Naples,66207,2022-05-18 02:33
India,Delhi,81770,2022-01-23 10:33
Mexico,Puebla,6696,2022-06-23 05:15
Japan,Osaka,48980,2022-01-23 10:33
Japan,Tokyo,15,2022-01-23 10:33
Germany,Munich,45815,2022-04-07 9:30
United States,Los Angeles,32900,2022-01-23 10:33
Brazil,Sao Paulo,70135,2022-05-18 02:33
Mexico,Guadalajara,582,2022-05-18 02:33
Germany,Berlin,7398,2022-06-23 05:15
India,Kolkata,32844,2022-05-18 02:33
Italy,Milan,30153,2022-04-07 9:30
Japan,Sapporo,73038,2022-05-18 02:33
South Korea,Busan,29268,2022-05-18 02:33
France,Paris,31600,2022-06-23 05:15
China,Tianjin,77469,2022-05-18 02:33
United States,Houston,22230,2022-01-23 10:33
India,Bengaluru,48173,2022-05-18 02:33
Mexico,Puebla,7092,2022-06-23 05:15
Germany,Hamburg,4806,2022-05-18 02:33
France,Toulouse,9792,2022-05-18 02:33
Mexico,Mexico City,48422,2022-04-07 9:30
Mexico,Ecatepec de Morelos,8640,2022-01-23 10:33
Germany,Koeln,55705,2022-06-23 05:15
United States,Undefined,16422,2022-06-23 05:15
Mexico,Guadalajara,31320,2022-01-23 10:33
France,Lyon,1256,2022-05-18 02:33
Germany,Munich,20320,2022-04-07 9:30
France,Lyon,13865,2022-01-23 10:33
United States,Chicago,477,2022-04-07 9:30
China,Shanghai,29997,2022-01-23 10:33
United States,San Francisco,65638,2022-06-23 05:15
Brazil,Brasilia,53534,2022-04-07 9:30
United States,San Francisco,12222,2022-05-18 02:33
France,Lyon,3444,2022-04-07 9:30
South Korea,Busan,6468,2022-06-23 05:15
France,Paris,1080,2022-05-18 02:33
Germany,Berlin,2888,2022-01-23 10:33
India,Kolkata,65520,2022-01-23 10:33
Mexico,Mexico City,36783,2022-06-23 05:15
United States,Philadelphia,6501,2022-04-07 9:30
India,Bengaluru,4134,2022-04-07 9:30
Germany,Koeln,3014,2022-04-07 9:30
Italy,Milan,1122,2022-06-23 05:15
Mexico,Iztapalapa,2745,2022-06-23 05:15
France,Nice,2624,2022-05-18 02:33
Germany,Berlin,207,2022-04-07 9:30
India,Kolkata,33852,2022-04-07 9:30
Germany,Berlin,11232,2022-05-18 02:33
Italy,Milan,25025,2022-01-23 10:33
Italy,Rome,28080,2022-06-23 05:15
Germany,Koeln,9660,2022-06-23 05:15
India,Kolkata,50952,2022-05-18 02:33
Mexico,Puebla,10393,2022-06-23 05:15
Brazil,Fortaleza,16428,2022-05-18 02:33
France,Nice,28478,2022-05-18 02:33
Japan,Osaka,52140,2022-06-23 05:15
France,Nantes,58212,2022-06-23 05:15
Japan,Tokyo,47138,2022-01-23 10:33
United States,Philadelphia,76626,2022-04-07 9:30
India,Delhi,17000,2022-05-18 02:33
Brazil,Sao Paulo,24072,2022-01-23 10:33
Japan,Sapporo,512,2022-01-23 10:33
South Korea,Daegu,41514,2022-04-07 9:30
United States,New York City,44912,2022-04-07 9:30
Mexico,Iztapalapa,8645,2022-01-23 10:33
United States,San Francisco,10560,2022-01-23 10:33
Italy,Rome,15360,2022-01-23 10:33
India,Bengaluru,16150,2022-01-23 10:33
United States,Chicago,2964,2022-06-23 05:15
India,Bengaluru,21476,2022-01-23 10:33
Japan,Osaka,12740,2022-05-18 02:33
India,Mumbai,8250,2022-05-18 02:33
South Korea,Seoul,24651,2022-01-23 10:33
South Korea,Busan,12642,2022-04-07 9:30
United States,San Francisco,53440,2022-04-07 9:30
United States,Houston,7326,2022-01-23 10:33
Brazil,Sao Paulo,78720,2022-04-07 9:30
France,Nantes,14391,2022-04-07 9:30
China,Beijing,25500,2022-04-07 9:30
France,Lyon,65590,2022-05-18 02:33
India,Bengaluru,4536,2022-04-07 9:30
France,Toulouse,35802,2022-05-18 02:33
United States,San Francisco,6825,2022-05-18 02:33
Japan,Osaka,59976,2022-05-18 02:33
Japan,Kyoto,6903,2022-04-07 9:30
India,Chennai,35241,2022-01-23 10:33
France,Toulouse,27819,2022-01-23 10:33
India,Kolkata,13680,2022-05-18 02:33
India,Chennai,6912,2022-05-18 02:33
United States,Washington,21489,2022-01-23 10:33
United States,Los Angeles,59541,2022-06-23 05:15
Mexico,Ecatepec de Morelos,2739,2022-01-23 10:33
France,Paris,18961,2022-04-07 9:30
India,Bengaluru,31248,2022-01-23 10:33
Brazil,Fortaleza,54946,2022-01-23 10:33
Germany,Frankfurt am Main,25215,2022-01-23 10:33
Italy,Milan,11193,2022-04-07 9:30
France,Lyon,46872,2022-01-23 10:33
India,Kolkata,55629,2022-06-23 05:15
France,Nice,21250,2022-05-18 02:33
China,Tianjin,16932,2022-06-23 05:15
South Korea,Busan,2136,2022-05-18 02:33
Mexico,Guadalajara,23498,2022-01-23 10:33
United States,Washington,14040,2022-05-18 02:33
United States,Houston,50768,2022-04-07 9:30
China,Guangzhou,37843,2022-04-07 9:30
China,Shanghai,4488,2022-04-07 9:30
Japan,Kyoto,47268,2022-01-23 10:33
Mexico,Ecatepec de Morelos,15895,2022-04-07 9:30
Italy,Rome,15946,2022-06-23 05:15
United States,Los Angeles,15385,2022-05-18 02:33
Germany,Frankfurt am Main,38360,2022-04-07 9:30
India,Delhi,18810,2022-01-23 10:33
Brazil,Belo Horizonte,23715,2022-06-23 05:15
France,Toulouse,3706,2022-04-07 9:30
Japan,Kyoto,3732,2022-04-07 9:30
Germany,Frankfurt am Main,5508,2022-05-18 02:33
China,Beijing,37442,2022-01-23 10:33
India,Chennai,4440,2022-06-23 05:15
Japan,Osaka,5974,2022-06-23 05:15
France,Nice,1156,2022-06-23 05:15
Brazil,Sao Paulo,15092,2022-01-23 10:33
France,Nantes,33540,2022-06-23 05:15
United States,Los Angeles,59860,2022-01-23 10:33
Germany,Berlin,888,2022-05-18 02:33
South Korea,Daegu,44136,2022-01-23 10:33
Mexico,Guadalajara,64242,2022-05-18 02:33
Japan,Kyoto,33480,2022-05-18 02:33
Italy,Rome,1782,2022-01-23 10:33
France,Nice,26190,2022-04-07 9:30
Japan,Osaka,7772,2022-01-23 10:33
Japan,Kyoto,55637,2022-01-23 10:33
Brazil,Brasilia,12201,2022-05-18 02:33
India,Delhi,42824,2022-01-23 10:33
France,Lyon,2945,2022-05-18 02:33
Brazil,Brasilia,810,2022-05-18 02:33
Japan,Osaka,1850,2022-06-23 05:15
United States,New York City,33335,2022-06-23 05:15
United States,Los Angeles,84966,2022-04-07 9:30
